Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Price,Year,Price_Lag_1
72.0,4.5,6.0,3.0,5.0,6.0,8.9,2024,2.45
51.0,4.5,6.0,4.0,5.0,5.0,5.21,2024,8.9
60.0,4.0,4.0,4.0,4.0,3.0,6.7,2024,5.21
45.0,4.5,10.0,3.0,3.0,4.0,6.7,2024,6.7
74.0,7.5,12.0,3.0,3.0,3.0,6.0,2024,6.7
70.0,6.0,20.0,1.0,3.0,2.0,6.2,2024,6.0
42.0,3.6,4.0,5.0,6.0,7.0,8.55,2024,6.2
40.0,4.0,10.0,3.0,3.0,3.0,5.29,2024,8.55
63.22,4.5,6.0,3.0,4.0,3.0,8.4,2024,5.29
68.0,4.0,4.0,2.0,2.0,3.0,5.6,2024,8.4
52.0,4.5,6.0,5.0,3.0,3.0,6.45,2024,5.6
400.0,4.5,6.0,3.0,3.0,3.0,10.0,2024,6.45
40.0,4.5,6.0,3.0,3.0,3.0,7.8,2024,10.0
131.0,10.0,7.5,3.0,3.0,3.0,3.7,2024,7.8
52.0,4.0,4.0,3.0,3.0,3.0,1.05,2024,3.7
61.9,4.0,15.0,3.0,3.0,3.0,6.5,2024,1.05
35.0,4.5,6.0,5.0,3.0,4.0,3.95,2024,6.5
189.0,4.5,24.0,2.0,2.0,3.0,6.0,2024,3.95
125.0,5.0,6.0,5.0,9.0,9.0,7.6,2024,6.0
35.6,4.5,6.0,5.0,3.0,3.0,8.6,2024,7.6
72.0,4.5,6.0,2.0,3.0,3.0,6.9,2024,8.6
64.0,4.0,6.0,3.0,3.0,2.0,3.2,2024,6.9
39.0,3.0,5.0,3.0,3.0,2.0,2.45,2024,3.2
49.0,4.0,3.0,4.0,3.0,3.0,3.15,2024,2.45
100.0,5.0,16.0,3.0,3.0,4.0,7.9,2024,3.15
42.0,3.5,6.0,4.0,4.0,4.0,8.65,2024,7.9
40.0,4.0,4.0,4.0,4.0,4.0,7.2,2024,8.65
30.0,4.5,6.0,4.0,3.0,4.0,4.79,2024,7.2
40.0,4.5,3.5,4.0,3.0,3.0,6.79,2024,4.79
40.0,4.5,4.0,4.0,3.0,4.0,8.6,2024,6.79
24.0,3.0,5.0,4.0,4.0,4.0,4.7,2024,8.6
36.0,4.5,6.0,3.0,3.0,3.0,5.4,2024,4.7
33.0,4.5,6.0,4.0,3.0,3.0,2.48,2024,5.4
40.0,4.5,6.0,3.0,3.0,3.0,5.6,2024,2.48
40.0,4.5,10.0,4.0,3.0,3.0,4.4,2024,5.6
53.0,5.0,6.0,3.0,3.0,3.0,4.9,2024,4.4
77.0,5.0,30.0,4.0,7.0,5.0,8.5,2024,4.9
55.2,5.0,6.0,1.0,1.0,1.0,5.4,2024,8.5
75.0,5.0,14.0,1.0,3.0,2.0,1.88,2024,5.4
45.0,4.9,6.0,6.0,4.0,5.0,5.55,2024,1.88
90.0,5.0,5.0,2.0,2.0,2.0,1.8,2024,5.55
287.5,12.0,7.0,2.0,3.0,3.0,8.5,2024,1.8
78.2,6.3,6.0,1.0,2.0,3.0,2.65,2024,8.5
70.5,4.0,6.0,3.0,6.0,5.0,5.8,2024,2.65
42.0,4.5,6.0,3.0,3.0,3.0,9.99,2024,5.8
50.0,5.5,6.0,2.0,2.0,3.0,4.8,2024,9.99
24.22,4.5,6.0,3.0,4.0,2.0,3.8,2024,4.8
107.8,7.7,10.0,4.0,5.0,4.0,8.9,2024,3.8
92.0,4.5,6.0,3.0,3.0,3.0,9.2,2024,8.9
250.0,50.0,7.0,3.0,3.0,3.0,2.4,2024,9.2
100.0,4.5,6.0,3.0,4.0,4.0,6.5,2024,2.4
100.0,4.5,6.0,3.0,4.0,4.0,2.93,2024,6.5
100.0,5.0,35.0,3.0,4.0,4.0,3.4,2024,2.93
80.9,5.0,18.0,3.0,4.0,4.0,2.4,2024,3.4
52.0,5.0,6.0,3.0,3.0,3.0,4.8,2024,2.4
85.0,4.0,5.0,3.0,3.0,3.0,5.1,2024,4.8
91.0,5.0,6.0,1.0,3.0,3.0,4.1,2024,5.1
40.0,4.0,2.0,1.0,2.0,1.0,1.98,2024,4.1
48.0,4.0,10.0,3.0,4.0,5.0,5.8,2024,1.98
48.0,4.5,6.0,3.0,4.0,4.0,5.9,2024,5.8
50.2,6.3,5.0,2.0,2.0,2.0,1.55,2024,5.9
90.0,4.5,6.0,3.0,3.0,2.0,8.8,2024,1.55
170.0,5.0,6.0,3.0,3.0,3.0,5.5,2024,8.8
91.0,6.0,6.0,5.0,3.0,3.0,9.1,2024,5.5
100.0,5.0,20.0,1.0,2.0,1.0,1.2,2024,9.1
68.0,4.0,6.0,5.0,4.0,5.0,5.85,2024,1.2
60.0,4.0,8.0,2.0,3.0,2.0,3.68,2024,5.85
56.0,4.0,10.0,3.0,4.0,4.0,6.2,2024,3.68
74.0,4.9,4.0,1.0,2.0,3.0,4.35,2024,6.2
113.0,5.5,7.0,3.0,3.0,3.0,8.4,2024,4.35
120.0,5.5,6.0,3.0,3.0,3.0,8.2,2024,8.4
73.0,4.5,6.0,3.0,2.0,2.0,9.0,2024,8.2
109.2,5.0,6.0,3.0,3.0,2.0,8.8,2024,9.0
34.0,4.5,2.0,2.0,2.0,2.0,4.76,2024,8.8
33.0,4.5,6.0,5.0,4.0,3.0,3.5,2024,4.76
32.0,4.5,3.5,6.0,5.0,3.0,7.1,2024,3.5
64.0,4.0,8.0,3.0,3.0,3.0,10.0,2024,7.1
80.0,3.8,5.0,5.0,4.0,4.0,8.5,2024,10.0
90.0,4.5,6.0,2.0,4.0,3.0,1.75,2024,8.5
57.0,5.0,3.0,1.0,1.0,1.0,4.25,2024,1.75
95.0,5.0,7.5,3.0,3.0,3.0,7.5,2024,4.25
40.0,4.0,6.0,2.0,2.0,2.0,5.05,2024,7.5
75.0,9.5,6.0,3.0,4.0,4.0,8.6,2024,5.05
41.8,4.5,6.0,3.0,3.0,3.0,2.85,2024,8.6
55.0,10.0,8.0,2.0,2.0,2.0,3.68,2024,2.85
56.0,4.5,7.0,3.0,3.0,3.0,4.65,2024,3.68
45.0,4.5,6.0,4.0,3.0,3.0,8.4,2024,4.65
132.6,4.5,6.0,2.0,3.0,2.0,8.5,2024,8.4
46.0,4.0,6.0,5.0,4.0,3.0,4.6,2024,8.5
42.0,3.5,6.0,3.0,3.0,4.0,7.7,2024,4.6
46.6,4.0,3.0,2.0,2.0,3.0,4.5,2024,7.7
63.0,4.5,6.0,3.0,3.0,3.0,7.8,2024,4.5
90.0,4.5,14.0,3.0,3.0,3.0,3.0,2024,7.8
40.0,10.0,4.0,5.0,6.0,4.0,5.5,2024,3.0
64.5,3.1,4.0,4.0,2.0,3.0,7.2,2024,5.5
33.0,5.3,4.0,4.0,3.0,4.0,7.1,2024,7.2
60.0,6.0,6.0,3.0,3.0,3.0,3.1,2024,7.1
84.7,4.5,6.0,3.0,4.0,3.0,7.9,2024,3.1
66.0,4.5,15.0,4.0,4.0,5.0,7.98,2024,7.9
70.0,4.7,11.0,2.0,2.0,2.0,8.7,2024,7.98
58.0,14.0,14.0,2.0,2.0,1.0,4.65,2024,8.7
43.0,4.5,5.0,2.0,2.0,2.0,6.6,2024,4.65
40.0,4.5,6.0,5.0,5.0,4.0,4.5,2024,6.6
45.0,4.0,8.0,5.0,3.0,5.0,8.45,2024,4.5
79.0,3.5,2.5,2.0,4.0,2.0,9.5,2024,8.45
25.0,4.5,6.0,4.0,3.0,3.0,4.75,2024,9.5
35.0,5.0,6.0,5.0,4.0,3.0,8.4,2024,4.75
34.0,3.0,6.0,3.0,3.0,3.0,4.65,2024,8.4
97.9,5.0,6.0,2.0,3.0,2.0,8.3,2024,4.65
22.0,3.1,7.0,5.0,3.0,4.0,7.2,2024,8.3
133.0,5.36,6.0,1.0,3.0,3.0,7.8,2024,7.2
35.0,4.0,15.0,5.0,5.0,5.0,4.35,2024,7.8
142.0,7.1,10.0,1.0,1.0,1.0,8.6,2024,4.35
38.0,3.7,15.0,3.0,3.0,3.0,6.4,2024,8.6
80.0,5.2,5.0,1.0,1.0,1.0,5.6,2024,6.4
156.0,6.0,8.0,1.0,4.0,2.0,9.9,2024,5.6
150.0,5.0,7.0,1.0,4.0,4.0,3.2,2024,9.9
36.0,4.5,3.0,2.0,2.0,2.0,4.45,2024,3.2
83.0,6.0,6.0,2.0,2.0,2.0,6.3,2024,4.45
68.3,4.5,20.0,3.0,3.0,3.0,2.39,2024,6.3
72.0,3.3,8.0,2.0,3.0,2.0,5.0,2024,2.39
72.0,4.0,10.0,3.0,4.0,4.0,6.95,2024,5.0
72.0,3.6,6.0,2.0,3.0,2.0,1.9,2024,6.95
50.0,5.0,13.0,5.0,3.0,3.0,8.8,2024,1.9
50.0,5.0,13.0,5.0,3.0,3.0,8.8,2024,8.8
87.75,6.5,6.0,3.0,3.0,3.0,7.3,2024,8.8
30.0,3.0,4.0,4.0,4.0,3.0,4.6,2024,7.3
101.0,5.0,6.0,1.0,2.0,1.0,5.3,2024,4.6
60.0,5.0,3.0,4.0,4.0,4.0,5.9,2024,5.3
130.0,5.0,72.0,3.0,4.0,4.0,3.1,2024,5.9
42.0,4.5,6.0,5.0,6.0,5.0,6.9,2024,3.1
56.0,4.5,6.0,4.0,5.0,5.0,7.8,2024,6.9
44.0,4.0,3.0,5.0,4.0,4.0,5.4,2024,7.8
60.0,5.0,6.0,3.0,3.0,3.0,8.0,2024,5.4
50.0,5.0,2.0,4.0,4.0,3.0,6.5,2024,8.0
90.0,6.0,16.0,2.0,4.0,3.0,4.85,2024,6.5
50.0,4.0,4.0,5.0,4.0,4.0,7.59,2024,4.85
44.0,4.0,2.0,5.0,5.0,4.0,5.6,2024,7.59
30.0,4.5,6.0,4.0,3.0,3.0,4.15,2024,5.6
38.0,3.0,4.0,2.0,2.0,2.0,4.65,2024,4.15
80.0,5.0,12.0,3.0,3.0,3.0,4.5,2024,4.65
62.5,5.0,13.0,5.0,6.0,5.0,7.4,2024,4.5
52.0,4.0,5.0,2.0,2.0,2.0,6.6,2024,7.4
97.9,4.5,6.0,1.0,3.0,2.0,2.3,2024,6.6
100.0,4.7,5.0,3.0,3.0,2.0,5.95,2024,2.3
168.0,8.4,15.0,1.0,5.0,3.0,3.7,2024,5.95
100.0,5.0,48.0,3.0,4.0,3.0,4.8,2024,3.7
52.0,4.5,8.0,4.0,4.0,4.0,7.9,2024,4.8
67.5,4.5,6.0,5.0,4.0,5.0,5.2,2024,7.9
110.0,4.5,6.0,3.0,7.0,6.0,7.9,2024,5.2
100.0,5.0,24.0,4.0,3.0,3.0,5.2,2024,7.9
120.0,6.0,60.0,3.0,4.0,4.0,8.54,2024,5.2
112.0,4.5,6.0,3.0,3.0,3.0,2.6,2024,8.54
67.0,4.5,8.0,4.0,4.0,4.0,8.4,2024,2.6
200.0,10.0,12.0,3.0,3.0,3.0,5.6,2024,8.4
30.0,3.0,6.0,3.0,3.0,3.0,6.8,2024,5.6
130.0,4.5,6.0,2.0,3.0,2.0,5.0,2024,6.8
78.0,4.5,3.5,5.0,6.0,6.0,6.85,2024,5.0
58.0,4.0,6.0,2.0,3.0,2.0,3.65,2024,6.85
100.0,5.0,16.0,1.0,1.0,1.0,2.65,2024,3.65
42.5,6.0,6.0,3.0,4.0,3.0,6.5,2024,2.65
42.9,4.0,5.0,5.0,5.0,4.0,6.55,2024,6.5
61.0,4.2,6.0,4.0,4.0,4.0,6.1,2024,6.55
96.0,4.5,18.0,3.0,3.0,3.0,3.79,2024,6.1
31.3,3.4,6.0,3.0,3.0,3.0,4.3,2024,3.79
100.0,4.5,12.0,3.0,4.0,4.0,9.5,2024,4.3
26.0,3.5,6.0,4.0,3.0,3.0,4.85,2024,9.5
83.5,4.5,6.0,2.0,2.0,2.0,3.5,2024,4.85
110.0,5.0,15.0,3.0,4.0,5.0,5.75,2024,3.5
160.0,4.5,7.5,2.0,3.0,3.0,8.3,2024,5.75
145.2,6.0,13.0,2.0,3.0,2.0,2.2,2024,8.3
80.0,4.5,6.0,5.0,7.0,8.0,8.7,2024,2.2
300.0,4.5,6.0,2.0,3.0,2.0,10.0,2024,8.7
59.1,4.0,3.5,3.0,4.0,3.0,6.9,2024,10.0
84.0,4.5,8.0,2.0,3.0,4.0,5.9,2024,6.9
118.37,4.5,6.0,4.0,5.0,5.0,7.5,2024,5.9
42.9,4.0,5.0,5.0,5.0,4.0,6.55,2024,7.5
54.0,4.5,5.0,2.0,3.0,2.0,5.15,2024,6.55
58.5,4.5,4.0,5.0,5.0,5.0,8.5,2024,5.15
76.0,4.0,5.0,4.0,4.0,5.0,7.0,2024,8.5
75.8,4.5,6.0,4.0,4.0,3.0,7.7,2024,7.0
42.5,4.0,6.0,2.0,2.0,2.0,7.1,2024,7.7
47.6,4.0,5.0,4.0,4.0,4.0,6.8,2024,7.1
42.0,3.5,4.5,4.0,4.0,4.0,5.5,2024,6.8
82.3,5.35,8.0,2.0,3.0,2.0,7.1,2024,5.5
70.0,4.2,6.0,2.0,2.0,2.0,7.9,2024,7.1
84.0,6.0,4.0,3.0,2.0,1.0,2.85,2024,7.9
120.0,4.5,7.0,3.0,3.0,4.0,7.0,2024,2.85
75.0,4.5,6.0,4.0,3.0,3.0,7.5,2024,7.0
54.0,8.0,8.0,1.0,2.0,1.0,8.5,2024,7.5
73.0,4.5,6.0,1.0,2.0,2.0,2.27,2024,8.5
55.0,4.5,6.0,5.0,3.0,3.0,6.9,2024,2.27
45.0,4.6,2.5,5.0,7.0,7.0,5.8,2024,6.9
70.0,5.61,24.0,3.0,4.0,3.0,3.5,2024,5.8
37.1,4.35,15.0,3.0,1.0,1.0,7.5,2024,3.5
57.0,4.0,5.0,3.0,3.0,2.0,5.8,2024,7.5
71.8,6.0,6.0,4.0,4.0,5.0,6.6,2024,5.8
60.0,3.3,4.0,3.0,5.0,4.0,6.38,2024,6.6
46.0,4.4,6.0,3.0,3.0,3.0,5.25,2024,6.38
50.0,4.3,6.0,3.0,4.0,3.0,4.2,2024,5.25
72.0,4.5,6.0,3.0,2.0,2.0,2.7,2024,4.2
48.0,4.0,4.0,2.0,2.0,2.0,5.2,2024,2.7
36.0,4.5,7.5,2.0,2.0,2.0,3.35,2024,5.2
68.0,4.5,6.0,3.0,3.0,3.0,9.9,2024,3.35
120.0,6.0,34.0,4.0,4.0,4.0,7.0,2024,9.9
72.8,4.5,6.0,3.0,4.0,4.0,4.39,2024,7.0
68.0,4.5,6.0,4.0,5.0,6.0,7.6,2024,4.39
48.0,4.5,6.0,2.0,2.0,2.0,4.18,2024,7.6
225.7,4.5,6.0,2.0,3.0,1.0,9.14,2024,4.18
37.0,3.0,5.0,3.0,2.0,2.0,6.3,2024,9.14
35.0,3.4,5.0,5.0,5.0,5.0,6.9,2024,6.3
100.0,4.5,7.5,3.0,3.0,3.0,5.9,2024,6.9
97.6,6.1,8.0,3.0,3.0,3.0,7.75,2024,5.9
47.0,4.5,8.0,3.0,3.0,3.0,6.9,2024,7.75
80.0,4.5,6.0,3.0,3.0,3.0,2.55,2024,6.9
185.6,5.0,7.0,1.0,3.0,2.0,5.0,2024,2.55
75.0,4.5,6.0,3.0,3.0,2.0,1.7,2024,5.0
52.8,4.5,6.0,3.0,4.0,3.0,4.4,2024,1.7
76.0,4.5,6.0,4.0,6.0,6.0,6.7,2024,4.4
80.0,5.0,6.0,3.0,3.0,3.0,5.7,2024,6.7
164.0,8.0,16.0,2.0,4.0,4.0,8.8,2024,5.7
50.0,3.75,2.5,2.0,2.0,2.0,4.95,2024,8.8
258.0,4.5,6.0,1.0,3.0,2.0,6.5,2024,4.95
46.0,4.8,6.0,2.0,2.0,2.0,5.98,2024,6.5
227.1,4.5,2.5,2.0,4.0,4.0,5.0,2024,5.98
500.0,15.0,20.0,1.0,3.0,3.0,10.0,2024,5.0
39.4,3.5,4.0,2.0,2.0,2.0,4.55,2024,10.0
24.0,4.5,3.0,1.0,2.0,2.0,3.5,2024,4.55
36.0,4.5,7.0,3.0,4.0,3.0,2.88,2024,3.5
88.0,4.5,6.0,4.0,5.0,5.0,6.5,2024,2.88
108.9,5.0,5.0,3.0,3.0,3.0,6.5,2024,6.5
73.0,4.5,3.0,3.0,1.0,1.0,1.42,2024,6.5
60.0,4.5,6.0,4.0,3.0,4.0,6.3,2024,1.42
30.0,3.0,3.0,4.0,2.0,3.0,4.35,2024,6.3
45.0,3.0,20.0,1.0,1.0,1.0,8.0,2024,4.35
156.0,8.8,7.5,2.0,4.0,3.0,8.6,2024,8.0
100.0,5.0,7.5,1.0,2.0,1.0,3.95,2024,8.6
87.9,5.5,12.0,3.0,3.0,3.0,9.2,2024,3.95
45.0,3.5,2.5,5.0,5.0,4.0,6.2,2024,9.2
151.0,7.8,6.0,2.0,2.0,3.0,5.8,2024,6.2
33.0,3.2,5.0,4.0,3.0,3.0,7.0,2024,5.8
156.0,8.0,14.0,4.0,4.0,5.0,6.0,2024,7.0
55.0,4.0,3.0,5.0,6.0,5.0,8.9,2024,6.0
50.0,4.5,6.0,4.0,5.0,6.0,7.49,2024,8.9
46.0,4.5,6.0,5.0,4.0,4.0,8.9,2024,7.49
43.0,4.5,6.0,6.0,4.0,5.0,5.45,2024,8.9
90.0,4.5,6.0,2.0,7.0,2.0,9.55,2024,5.45
15.0,4.5,6.0,2.0,1.0,2.0,1.65,2024,9.55
50.0,4.5,6.0,5.0,6.0,5.0,9.35,2024,1.65
40.3,4.5,6.0,6.0,4.0,5.0,9.6,2024,9.35
61.0,4.5,6.0,3.0,3.0,3.0,4.5,2024,9.6
41.0,4.9,6.0,5.0,3.0,3.0,9.95,2024,4.5
66.0,4.5,6.0,4.0,8.0,8.0,9.8,2024,9.95
72.0,4.5,8.0,2.0,3.0,3.0,4.2,2024,9.8
58.0,4.5,6.0,3.0,4.0,3.0,4.8,2024,4.2
60.0,4.5,8.0,2.0,3.0,3.0,4.5,2024,4.8
54.0,8.0,12.0,4.0,5.0,5.0,9.0,2024,4.5
58.0,4.2,4.0,4.0,4.0,4.0,8.5,2024,9.0
42.0,4.0,2.5,2.0,3.0,2.0,4.65,2024,8.5
75.0,4.5,60.0,4.0,4.0,5.0,9.5,2024,4.65
109.2,4.5,11.5,3.0,3.0,3.0,7.0,2024,9.5
60.0,4.0,6.0,2.0,3.0,3.0,4.5,2024,7.0
49.0,4.5,6.0,5.0,6.0,4.0,8.99,2024,4.5
87.0,4.5,6.0,3.0,3.0,3.0,7.3,2024,8.99
85.0,5.4,6.0,3.0,5.0,5.0,5.1,2024,7.3
68.0,4.2,6.0,2.0,2.0,2.0,6.0,2024,5.1
60.0,3.6,3.0,5.0,6.0,6.0,9.5,2024,6.0
105.0,9.0,9.0,3.0,3.0,4.0,8.3,2024,9.5
62.0,4.5,6.0,3.0,3.0,3.0,7.5,2024,8.3
60.0,4.0,3.5,3.0,4.0,3.0,6.9,2024,7.5
90.0,4.0,3.0,1.0,2.0,1.0,2.7,2024,6.9
60.0,6.0,6.0,3.0,3.0,3.0,1.5,2024,2.7
46.0,3.0,5.0,4.0,4.0,3.0,5.9,2024,1.5
90.0,4.5,7.5,3.0,4.0,4.0,6.5,2024,5.9
82.4,4.0,10.0,3.0,2.0,1.0,6.5,2024,6.5
156.0,4.5,4.0,3.0,3.0,3.0,7.6,2024,6.5
68.0,4.0,8.0,3.0,4.0,5.0,9.8,2024,7.6
51.1,6.0,6.0,3.0,4.0,3.0,5.28,2024,9.8
100.0,5.0,8.0,1.0,2.0,1.0,1.53,2024,5.28
106.2,6.0,13.5,4.0,3.0,3.0,7.0,2024,1.53
56.0,4.0,2.5,2.0,2.0,2.0,5.4,2024,7.0
56.0,3.6,3.0,4.0,4.0,3.0,7.8,2024,5.4
55.0,4.2,6.0,6.0,4.0,5.0,9.3,2024,7.8
46.5,4.5,6.0,4.0,5.0,5.0,7.5,2024,9.3
67.0,4.5,6.0,6.0,4.0,5.0,7.6,2024,7.5
54.0,6.0,6.0,3.0,3.0,3.0,5.9,2024,7.6
95.0,4.0,6.0,3.0,3.0,4.0,7.69,2024,5.9
95.0,4.0,6.0,4.0,5.0,4.0,7.3,2024,7.69
60.0,5.5,3.5,4.0,3.0,3.0,5.8,2024,7.3
53.9,9.0,6.0,5.0,8.0,8.0,7.5,2024,5.8
150.0,8.0,6.0,3.0,3.0,3.0,8.7,2024,7.5
56.5,4.0,3.5,2.0,2.0,3.0,4.39,2024,8.7
38.0,4.5,3.0,3.0,3.0,3.0,3.98,2024,4.39
59.0,4.0,3.0,6.0,7.0,7.0,8.0,2024,3.98
36.0,4.5,6.0,2.0,2.0,1.0,3.9,2024,8.0
43.0,3.8,3.0,2.0,2.0,2.0,6.6,2024,3.9
50.0,4.5,6.0,3.0,3.0,3.0,5.2,2024,6.6
85.0,4.5,6.0,3.0,4.0,3.0,2.7,2024,5.2
75.0,5.0,7.5,4.0,4.0,4.0,5.5,2024,2.7
87.0,6.3,6.0,3.0,2.0,2.0,2.09,2024,5.5
52.8,4.5,10.5,2.0,2.0,2.0,5.29,2024,2.09
99.0,5.0,12.0,4.0,8.0,4.0,5.6,2024,5.29
80.0,5.0,12.0,3.0,4.0,4.0,4.8,2024,5.6
46.2,3.5,10.0,4.0,4.0,3.0,9.0,2024,4.8
27.0,4.5,6.0,3.0,2.0,2.0,4.9,2024,9.0
48.0,4.0,5.0,3.0,2.0,2.0,2.55,2024,4.9
70.0,7.0,6.0,2.0,2.0,3.0,7.0,2024,2.55
88.0,4.5,6.0,3.0,3.0,3.0,10.0,2024,7.0
70.0,4.0,4.0,2.0,3.0,3.0,5.9,2024,10.0
35.0,4.5,6.0,6.0,3.0,5.0,5.7,2024,5.9
64.8,4.0,4.0,4.0,6.0,7.0,6.5,2024,5.7
30.0,4.5,6.0,5.0,3.0,4.0,4.7,2024,6.5
129.0,7.0,18.0,2.0,2.0,2.0,5.9,2024,4.7
92.0,6.5,6.0,3.0,3.0,3.0,7.5,2024,5.9
104.0,4.5,6.0,3.0,3.0,3.0,8.8,2024,7.5
96.0,6.0,12.0,3.0,4.0,3.0,6.0,2024,8.8
64.0,4.0,3.5,1.0,3.0,2.0,2.0,2024,6.0
117.0,10.0,6.0,2.0,2.0,2.0,6.44,2024,2.0
60.0,5.0,13.0,3.0,3.0,3.0,3.25,2024,6.44
57.4,4.5,3.0,2.0,2.0,2.0,4.5,2024,3.25
148.0,4.5,6.0,3.0,3.0,3.0,6.9,2024,4.5
75.0,5.0,12.0,3.0,3.0,3.0,4.4,2024,6.9
36.0,4.5,6.0,4.0,3.0,3.0,5.6,2024,4.4
50.0,4.5,12.0,4.0,4.0,4.0,4.35,2024,5.6
75.0,4.5,5.0,2.0,4.0,3.0,3.7,2024,4.35
110.0,5.0,15.0,3.0,5.0,5.0,5.46,2024,3.7
60.0,5.0,22.0,2.0,3.0,3.0,3.25,2024,5.46
67.0,7.05,5.0,3.0,2.0,2.0,1.8,2024,3.25
120.0,6.0,34.0,4.0,3.0,3.0,7.4,2024,1.8
63.0,4.5,6.0,5.0,3.0,3.0,7.2,2024,7.4
60.0,5.0,22.0,3.0,3.0,3.0,3.25,2024,7.2
99.0,5.5,6.0,3.0,2.0,2.0,2.25,2024,3.25
75.6,4.2,8.0,2.0,3.0,2.0,4.6,2024,2.25
112.0,4.5,6.0,2.0,3.0,3.0,3.99,2024,4.6
122.8,6.0,6.0,3.0,6.0,6.0,3.6,2024,3.99
52.8,4.5,6.0,3.0,3.0,3.0,6.16,2024,3.6
75.0,5.0,10.0,3.0,4.0,4.0,9.8,2024,6.16
56.0,4.0,3.0,1.0,1.0,1.0,2.95,2024,9.8
45.0,4.0,6.0,2.0,2.0,2.0,4.65,2024,2.95
49.0,8.0,8.0,1.0,2.0,1.0,6.5,2024,4.65
33.0,4.5,6.0,4.0,3.0,3.0,2.7,2024,6.5
100.0,4.5,6.0,4.0,5.0,3.0,6.6,2024,2.7
100.0,4.5,6.0,3.0,4.0,4.0,5.3,2024,6.6
70.0,5.0,6.0,5.0,5.0,5.0,10.0,2024,5.3
90.0,4.5,23.0,3.0,4.0,4.0,6.0,2024,10.0
79.0,6.2,26.0,3.0,3.0,3.0,7.5,2024,6.0
30.0,3.0,3.0,5.0,3.0,4.0,4.15,2024,7.5
100.0,5.0,15.2,3.0,3.0,3.0,5.78,2024,4.15
60.0,4.5,6.0,3.0,3.0,3.0,2.1,2024,5.78
68.0,4.0,15.0,4.0,5.0,3.0,5.0,2024,2.1
100.0,4.5,10.0,4.0,4.0,4.0,8.0,2024,5.0
100.0,5.0,30.0,3.0,6.0,4.0,8.3,2024,8.0
160.0,4.5,6.0,3.0,5.0,5.0,6.1,2024,8.3
100.0,4.5,15.2,3.0,3.0,3.0,6.0,2024,6.1
33.0,5.3,3.0,5.0,3.0,4.0,7.1,2024,6.0
117.0,5.0,6.0,3.0,6.0,6.0,8.5,2024,7.1
39.0,3.9,6.0,5.0,3.0,4.0,4.1,2024,8.5
60.0,5.0,6.0,2.0,2.0,2.0,7.6,2024,4.1
60.0,7.0,5.0,2.0,3.0,3.0,6.8,2024,7.6
124.0,4.5,6.0,2.0,3.0,3.0,3.7,2024,6.8
85.0,5.0,13.0,3.0,3.0,4.0,5.7,2024,3.7
87.8,5.0,5.0,1.0,2.0,2.0,4.5,2024,5.7
61.3,4.0,4.0,3.0,4.0,3.0,4.35,2024,4.5
50.0,9.0,4.0,3.0,3.0,3.0,6.5,2024,4.35
36.0,4.5,6.0,5.0,4.0,5.0,3.8,2024,6.5
80.0,4.5,6.0,3.0,4.0,4.0,2.4,2024,3.8
33.0,3.3,10.0,5.0,5.0,5.0,5.8,2024,2.4
40.0,3.6,6.0,3.0,4.0,3.0,10.0,2024,5.8
225.0,4.5,6.0,3.0,2.0,2.0,6.4,2024,10.0
80.0,4.0,14.0,2.0,2.0,2.0,2.3,2024,6.4
124.0,10.0,5.0,3.0,3.0,3.0,2.8,2024,2.3
125.0,5.0,12.0,4.0,4.0,4.0,7.4,2024,2.8
100.0,12.0,25.0,4.0,4.0,5.0,8.8,2024,7.4
100.0,4.5,6.0,3.0,3.0,3.0,9.0,2024,8.8
100.0,12.0,12.0,3.0,4.0,4.0,9.5,2024,9.0
31.0,4.5,6.0,2.0,2.0,2.0,4.5,2024,9.5
76.0,4.5,6.0,3.0,3.0,3.0,7.9,2024,4.5
19.0,2.0,2.0,5.0,4.0,4.0,3.7,2024,7.9
32.0,4.0,8.0,4.0,4.0,3.0,2.78,2024,3.7
116.0,4.5,3.0,2.0,3.0,2.0,9.9,2024,2.78
135.0,7.0,13.5,3.0,3.0,3.0,2.6,2024,9.9
34.0,5.3,6.0,5.0,3.0,4.0,5.7,2024,2.6
40.0,5.5,6.0,5.0,3.0,3.0,6.0,2024,5.7
75.0,5.8,10.0,1.0,4.0,4.0,7.9,2024,6.0
30.0,4.2,5.0,5.0,5.0,5.0,5.1,2024,7.9
30.0,4.0,5.0,5.0,5.0,5.0,5.02,2024,5.1
28.0,4.0,8.0,3.0,3.0,2.0,2.7,2024,5.02
75.0,6.0,12.0,4.0,4.0,4.0,3.6,2024,2.7
31.5,4.2,4.0,1.0,2.0,2.0,3.25,2024,3.6
51.2,4.5,6.0,4.0,3.0,3.0,5.0,2024,3.25
46.0,4.5,6.0,5.0,6.0,6.0,9.0,2024,5.0
50.0,5.0,6.0,1.0,2.0,2.0,2.7,2024,9.0
54.0,4.0,4.0,3.0,4.0,4.0,4.55,2024,2.7
46.8,4.5,8.0,2.0,2.0,2.0,6.5,2024,4.55
51.0,4.0,3.0,3.0,2.0,2.0,6.5,2024,6.5
33.0,4.0,6.0,3.0,4.0,3.0,4.75,2024,6.5
95.0,5.0,30.0,4.0,8.0,7.0,3.2,2024,4.75
32.0,4.5,6.0,2.0,2.0,2.0,1.4,2024,3.2
