Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Price,Year,Price_Lag_1
32.0,4.5,6.0,5.0,3.0,4.0,4.6,2024,8.2
30.0,5.0,6.0,4.0,3.0,3.0,5.75,2024,4.6
60.0,4.5,6.0,5.0,4.0,5.0,6.9,2024,5.75
67.0,4.5,6.0,5.0,4.0,5.0,6.9,2024,6.9
28.0,4.0,3.0,5.0,3.0,4.0,4.8,2024,6.9
56.0,4.5,6.0,5.0,3.0,3.0,6.1,2024,4.8
62.0,4.2,3.5,3.0,3.0,3.0,4.5,2024,6.1
50.0,4.0,6.0,3.0,3.0,3.0,6.49,2024,4.5
64.0,4.0,5.0,5.0,5.0,5.0,6.5,2024,6.49
22.0,5.2,4.2,2.0,3.0,3.0,3.45,2024,6.5
46.0,4.5,6.0,3.0,3.0,3.0,4.65,2024,3.45
22.0,4.5,6.0,2.0,3.0,3.0,3.95,2024,4.65
50.0,6.0,6.0,5.0,5.0,5.0,7.0,2024,3.95
46.0,6.0,50.0,5.0,8.0,5.0,7.0,2024,7.0
41.1,3.8,3.0,3.0,2.0,3.0,3.6,2024,7.0
96.8,4.5,40.0,3.0,4.0,4.0,9.68,2024,3.6
96.8,4.5,20.0,3.0,4.0,5.0,9.6,2024,9.68
37.5,8.3,5.0,4.0,3.0,3.0,5.99,2024,9.6
80.0,5.0,6.0,2.0,2.0,2.0,4.4,2024,5.99
45.0,4.5,5.0,4.0,3.0,4.0,7.45,2024,4.4
67.6,5.2,6.0,2.0,4.0,3.0,8.3,2024,7.45
60.0,4.5,6.0,3.0,3.0,4.0,6.0,2024,8.3
46.0,4.0,6.0,4.0,4.0,5.0,8.5,2024,6.0
140.0,5.0,4.0,2.0,3.0,2.0,2.68,2024,8.5
35.0,3.5,6.0,4.0,3.0,4.0,6.9,2024,2.68
116.0,4.5,6.0,2.0,4.0,3.0,2.35,2024,6.9
35.0,4.5,6.0,5.0,3.0,4.0,4.35,2024,2.35
90.0,5.3,6.0,3.0,3.0,3.0,5.95,2024,4.35
100.0,5.0,4.0,1.0,2.0,1.0,1.25,2024,5.95
51.0,4.5,6.0,4.0,5.0,6.0,7.5,2024,1.25
62.5,5.0,6.0,5.0,3.0,3.0,7.35,2024,7.5
100.0,5.0,7.0,3.0,4.0,4.0,7.7,2024,7.35
56.0,4.0,20.0,3.0,4.0,5.0,7.8,2024,7.7
64.0,4.0,6.0,4.0,5.0,5.0,5.5,2024,7.8
75.0,5.0,5.5,3.0,3.0,2.0,4.4,2024,5.5
39.0,3.9,3.0,5.0,4.0,3.0,2.5,2024,4.4
100.0,5.0,6.0,2.0,2.0,2.0,2.05,2024,2.5
104.0,5.5,5.0,4.0,4.0,5.0,9.5,2024,2.05
39.0,3.8,3.0,5.0,4.0,3.0,3.85,2024,9.5
41.0,4.5,3.0,4.0,4.0,3.0,6.63,2024,3.85
40.0,4.0,6.0,4.0,6.0,6.0,9.45,2024,6.63
36.0,4.5,3.0,3.0,4.0,5.0,5.5,2024,9.45
108.0,5.0,6.0,3.0,3.0,3.0,6.5,2024,5.5
157.0,4.5,6.0,3.0,4.0,3.0,4.0,2024,6.5
40.0,4.5,6.0,5.0,3.0,3.0,4.75,2024,4.0
32.0,4.5,2.5,3.0,2.0,3.0,6.0,2024,4.75
60.0,6.0,8.0,2.0,3.0,2.0,3.1,2024,6.0
80.0,5.0,3.5,4.0,4.0,4.0,7.7,2024,3.1
31.0,3.9,3.0,2.0,2.0,2.0,3.85,2024,7.7
80.0,4.5,6.0,3.0,4.0,3.0,3.9,2024,3.85
48.0,4.5,13.0,5.0,6.0,3.0,5.5,2024,3.9
88.0,4.5,6.0,3.0,5.0,4.0,6.7,2024,5.5
69.0,5.3,6.0,2.0,3.0,2.0,8.2,2024,6.7
100.0,4.5,3.0,3.0,3.0,3.0,6.96,2024,8.2
63.2,4.0,7.0,2.0,2.0,2.0,3.1,2024,6.96
50.0,4.0,2.5,5.0,4.0,4.0,7.5,2024,3.1
105.0,5.0,4.5,2.0,3.0,2.0,3.8,2024,7.5
31.0,4.5,6.0,5.0,3.0,3.0,5.1,2024,3.8
60.0,4.0,6.0,5.0,6.0,6.0,9.0,2024,5.1
70.0,5.0,6.0,2.0,2.0,2.0,1.55,2024,9.0
75.0,8.0,5.0,1.0,3.0,3.0,8.3,2024,1.55
30.0,3.5,5.0,2.0,2.0,1.0,3.7,2024,8.3
55.0,4.2,5.0,5.0,5.0,4.0,9.39,2024,3.7
65.0,4.5,10.0,2.0,2.0,2.0,3.3,2024,9.39
120.0,4.0,15.0,5.0,5.0,4.0,5.4,2024,3.3
33.0,4.55,3.0,6.0,4.0,5.0,9.7,2024,5.4
75.0,4.5,6.0,2.0,2.0,3.0,3.65,2024,9.7
54.6,4.0,6.0,4.0,3.0,4.0,7.45,2024,3.65
90.0,4.0,3.0,3.0,3.0,3.0,9.0,2024,7.45
60.0,4.5,6.0,5.0,5.0,5.0,7.0,2024,9.0
56.0,4.5,6.0,5.0,4.0,5.0,6.0,2024,7.0
77.0,4.5,8.0,4.0,3.0,3.0,9.0,2024,6.0
40.0,4.0,2.5,3.0,2.0,3.0,4.95,2024,9.0
55.0,7.0,3.0,5.0,5.0,4.0,8.5,2024,4.95
221.0,12.0,20.0,2.0,7.0,7.0,7.0,2024,8.5
30.0,5.0,2.5,6.0,4.0,5.0,5.85,2024,7.0
80.0,4.5,6.0,4.0,4.0,3.0,8.0,2024,5.85
46.0,4.2,4.0,5.0,4.0,4.0,6.0,2024,8.0
116.0,4.5,6.0,3.0,3.0,3.0,5.4,2024,6.0
36.8,3.0,3.0,2.0,2.0,2.0,3.15,2024,5.4
16.0,5.0,6.0,4.0,3.0,3.0,2.55,2024,3.15
33.0,3.3,3.0,5.0,5.0,4.0,7.0,2024,2.55
38.0,3.7,4.0,5.0,6.0,4.0,6.69,2024,7.0
40.0,4.0,6.0,4.0,4.0,3.0,4.95,2024,6.69
60.0,4.0,3.0,2.0,2.0,2.0,4.35,2024,4.95
90.0,4.8,6.0,2.0,4.0,3.0,5.79,2024,4.35
44.0,4.5,6.0,3.0,3.0,3.0,7.5,2024,5.79
100.0,5.0,6.0,1.0,3.0,2.0,1.85,2024,7.5
68.0,4.5,6.0,4.0,3.0,3.0,7.8,2024,1.85
73.0,4.5,6.0,3.0,8.0,8.0,8.7,2024,7.8
42.0,4.8,2.5,4.0,6.0,6.0,5.5,2024,8.7
38.0,6.3,2.0,4.0,3.0,3.0,6.15,2024,5.5
45.6,3.9,6.0,3.0,3.0,3.0,3.2,2024,6.15
50.0,4.5,18.0,4.0,3.0,3.0,10.0,2024,3.2
35.0,4.0,3.0,5.0,4.0,4.0,6.6,2024,10.0
12.0,4.5,3.0,5.0,3.0,3.0,1.8,2024,6.6
93.0,4.5,6.0,3.0,3.0,3.0,9.4,2024,1.8
120.0,6.0,6.0,4.0,6.0,6.0,5.8,2024,9.4
56.0,4.0,6.0,3.0,3.0,3.0,6.7,2024,5.8
30.0,4.5,2.0,4.0,4.0,3.0,4.5,2024,6.7
76.0,4.5,5.0,3.0,4.0,3.0,7.5,2024,4.5
65.0,6.0,6.0,3.0,4.0,3.0,8.9,2024,7.5
45.0,4.5,45.0,3.0,3.0,3.0,4.05,2024,8.9
312.0,12.0,10.0,3.0,4.0,2.0,5.5,2024,4.05
44.0,4.5,3.0,5.0,4.0,4.0,5.7,2024,5.5
100.0,4.0,32.0,3.0,2.0,2.0,5.5,2024,5.7
33.0,4.0,4.0,5.0,3.0,4.0,6.6,2024,5.5
52.0,3.5,3.0,2.0,2.0,3.0,4.5,2024,6.6
74.0,4.0,6.0,2.0,3.0,2.0,3.15,2024,4.5
33.0,4.1,6.0,4.0,3.0,3.0,4.75,2024,3.15
101.75,5.5,6.0,4.0,5.0,5.0,5.95,2024,4.75
90.0,7.5,14.0,3.0,4.0,2.0,3.2,2024,5.95
200.0,10.0,5.0,3.0,6.0,3.0,8.1,2024,3.2
203.0,4.5,6.0,3.0,3.0,3.0,8.5,2024,8.1
50.0,4.5,6.0,4.0,4.0,4.0,6.55,2024,8.5
40.0,4.5,6.0,4.0,6.0,3.0,7.8,2024,6.55
60.0,17.0,17.0,2.0,4.0,5.0,3.7,2024,7.8
93.8,4.5,6.0,3.0,4.0,3.0,5.5,2024,3.7
60.0,4.5,12.0,3.0,2.0,3.0,2.65,2024,5.5
50.0,4.5,6.0,5.0,4.0,5.0,9.8,2024,2.65
43.0,4.5,6.0,5.0,3.0,4.0,6.3,2024,9.8
130.0,4.5,6.0,3.0,3.0,3.0,7.8,2024,6.3
48.0,6.0,6.0,1.0,3.0,2.0,8.5,2024,7.8
100.0,4.5,12.0,4.0,3.0,3.0,7.8,2024,8.5
96.0,8.0,22.0,4.0,5.0,3.0,6.1,2024,7.8
52.0,4.5,8.0,2.0,3.0,3.0,6.8,2024,6.1
56.0,4.0,5.0,1.0,3.0,2.0,1.78,2024,6.8
69.0,4.3,4.0,1.0,2.0,2.0,7.89,2024,1.78
100.0,5.0,6.0,1.0,3.0,2.0,8.69,2024,7.89
114.0,5.2,36.0,1.0,2.0,1.0,3.5,2024,8.69
96.0,4.5,12.0,2.0,3.0,2.0,1.8,2024,3.5
30.5,4.0,6.0,4.0,3.0,3.0,4.95,2024,1.8
68.0,4.0,7.0,4.0,4.0,5.0,6.3,2024,4.95
60.0,4.22,4.5,2.0,4.0,2.0,3.65,2024,6.3
82.0,4.5,6.0,3.0,2.0,2.0,2.65,2024,3.65
173.3,4.5,6.0,3.0,3.0,3.0,7.5,2024,2.65
103.6,4.0,7.0,3.0,3.0,2.0,3.9,2024,7.5
62.5,4.2,3.0,3.0,3.0,3.0,1.9,2024,3.9
153.0,4.5,6.0,3.0,3.0,3.0,9.0,2024,1.9
140.0,5.0,6.0,2.0,3.0,2.0,3.4,2024,9.0
52.5,4.5,7.0,2.0,3.0,3.0,10.0,2024,3.4
35.0,4.5,6.0,5.0,3.0,4.0,3.85,2024,10.0
60.0,6.5,7.0,4.0,4.0,3.0,6.5,2024,3.85
160.0,8.0,13.0,2.0,4.0,4.0,4.53,2024,6.5
137.0,7.0,13.0,2.0,3.0,2.0,7.0,2024,4.53
53.0,4.5,6.0,5.0,6.0,4.0,5.8,2024,7.0
45.0,4.5,6.0,2.0,2.0,3.0,8.6,2024,5.8
35.0,3.5,3.0,3.0,3.0,3.0,4.2,2024,8.6
59.0,4.0,6.0,4.0,4.0,5.0,8.6,2024,4.2
34.0,4.5,6.0,5.0,3.0,5.0,3.9,2024,8.6
60.0,3.5,6.0,4.0,4.0,5.0,9.1,2024,3.9
37.0,4.1,6.0,5.0,5.0,5.0,8.0,2024,9.1
104.4,5.0,5.0,1.0,5.0,5.0,5.7,2024,8.0
45.0,4.5,3.5,4.0,4.0,3.0,6.3,2024,5.7
30.0,4.6,6.0,4.0,3.0,4.0,4.48,2024,6.3
48.0,4.5,6.0,3.0,5.0,3.0,4.5,2024,4.48
28.0,4.5,6.0,2.0,2.0,2.0,1.19,2024,4.5
72.0,4.0,12.0,4.0,4.0,4.0,7.1,2024,1.19
78.0,5.1,6.0,4.0,4.0,4.0,8.2,2024,7.1
46.0,4.5,6.0,4.0,4.0,3.0,4.25,2024,8.2
10.8,4.5,6.0,2.0,1.0,1.0,1.25,2024,4.25
62.5,5.0,6.0,1.0,2.0,2.0,5.2,2024,1.25
35.0,3.5,3.0,3.0,3.0,3.0,2.28,2024,5.2
70.0,4.5,15.0,2.0,2.0,2.0,8.5,2024,2.28
45.0,4.5,3.0,4.0,4.0,3.0,8.95,2024,8.5
216.0,4.5,6.0,3.0,9.0,3.0,10.0,2024,8.95
30.5,3.5,3.5,2.0,2.0,2.0,3.79,2024,10.0
30.1,3.8,6.0,5.0,3.0,4.0,4.95,2024,3.79
38.0,4.5,6.0,5.0,4.0,5.0,8.0,2024,4.95
90.0,5.0,15.2,3.0,3.0,3.0,6.9,2024,8.0
21.0,3.5,40.0,5.0,3.0,3.0,8.1,2024,6.9
60.0,4.5,6.0,3.0,3.0,3.0,8.9,2024,8.1
40.0,3.0,6.0,2.0,2.0,2.0,9.0,2024,8.9
31.0,4.1,2.5,5.0,3.0,4.0,5.26,2024,9.0
66.1,4.0,5.0,3.0,4.0,3.0,9.0,2024,5.26
82.0,6.5,7.0,4.0,4.0,6.0,8.9,2024,9.0
80.0,4.5,8.0,3.0,4.0,5.0,7.5,2024,8.9
31.5,3.5,6.0,4.0,2.0,3.0,6.35,2024,7.5
92.5,4.5,11.0,3.0,4.0,5.0,9.4,2024,6.35
30.6,4.5,6.0,5.0,3.0,3.0,5.3,2024,9.4
52.0,4.5,8.0,3.0,4.0,5.0,6.2,2024,5.3
160.0,8.0,14.0,3.0,4.0,4.0,6.7,2024,6.2
50.2,4.2,6.0,3.0,3.0,4.0,7.9,2024,6.7
108.0,4.5,6.0,3.0,3.0,3.0,6.87,2024,7.9
55.0,3.8,2.0,4.0,4.0,3.0,5.5,2024,6.87
40.0,4.0,6.0,5.0,5.0,5.0,4.9,2024,5.5
152.0,4.5,6.0,2.0,3.0,3.0,1.75,2024,4.9
30.0,4.5,6.0,5.0,4.0,4.0,4.5,2024,1.75
52.0,4.0,6.0,2.0,3.0,3.0,5.3,2024,4.5
36.0,9.0,6.0,4.0,5.0,4.0,6.25,2024,5.3
100.0,6.0,30.0,1.0,3.0,3.0,9.8,2024,6.25
42.0,4.5,6.0,4.0,4.0,3.0,6.2,2024,9.8
75.0,5.0,7.0,5.0,5.0,5.0,8.8,2024,6.2
72.0,4.5,6.0,3.0,3.0,3.0,4.0,2024,8.8
54.0,4.5,8.0,3.0,4.0,5.0,8.3,2024,4.0
40.0,4.5,6.0,4.0,3.0,3.0,9.2,2024,8.3
45.0,5.0,6.0,5.0,4.0,3.0,7.2,2024,9.2
55.0,4.4,3.5,2.0,2.0,2.0,3.6,2024,7.2
95.0,10.0,10.0,3.0,4.0,5.0,8.25,2024,3.6
50.0,4.0,3.0,4.0,3.0,3.0,7.1,2024,8.25
73.5,4.5,6.0,3.0,3.0,3.0,7.2,2024,7.1
61.0,4.0,6.0,3.0,3.0,3.0,6.1,2024,7.2
40.8,4.0,5.0,2.0,2.0,3.0,4.2,2024,6.1
93.0,4.5,6.0,4.0,3.0,3.0,9.5,2024,4.2
50.0,4.5,6.0,4.0,3.0,4.0,7.99,2024,9.5
33.0,3.0,2.5,5.0,3.0,3.0,6.3,2024,7.99
100.0,5.0,10.5,3.0,3.0,3.0,10.0,2024,6.3
33.0,4.84,6.0,5.0,3.0,3.0,4.5,2024,10.0
56.0,4.5,6.0,3.0,4.0,3.0,3.05,2024,4.5
75.0,4.5,6.0,5.0,3.0,3.0,9.8,2024,3.05
50.0,4.5,7.0,3.0,3.0,4.0,7.7,2024,9.8
40.0,4.3,6.0,4.0,4.0,4.0,6.5,2024,7.7
60.0,4.0,8.0,4.0,4.0,4.0,6.5,2024,6.5
48.2,4.5,20.0,2.0,2.0,2.0,5.85,2024,6.5
32.0,4.5,6.0,3.0,3.0,3.0,5.2,2024,5.85
43.0,4.5,6.0,4.0,4.0,3.0,5.3,2024,5.2
104.0,4.5,8.0,3.0,4.0,5.0,8.6,2024,5.3
125.0,5.0,5.5,3.0,5.0,4.0,6.8,2024,8.6
80.0,7.0,6.0,5.0,3.0,3.0,6.6,2024,6.8
73.8,7.8,6.6,3.0,3.0,3.0,4.48,2024,6.6
35.4,6.3,6.0,4.0,3.0,3.0,6.0,2024,4.48
35.0,4.5,6.0,2.0,1.0,3.0,4.0,2024,6.0
79.0,5.0,7.5,3.0,3.0,3.0,2.66,2024,4.0
200.0,10.0,8.0,1.0,2.0,2.0,4.5,2024,2.66
35.0,4.5,10.0,4.0,4.0,3.0,9.2,2024,4.5
76.0,10.0,10.0,3.0,4.0,3.0,3.2,2024,9.2
30.0,4.5,6.0,3.0,3.0,3.0,4.2,2024,3.2
75.0,4.5,6.0,4.0,3.0,3.0,7.66,2024,4.2
30.0,7.0,15.0,3.0,2.0,2.0,6.3,2024,7.66
51.0,4.5,2.5,1.0,2.0,1.0,4.15,2024,6.3
30.0,4.5,2.5,4.0,3.0,3.0,2.75,2024,4.15
41.0,4.5,6.0,5.0,3.0,4.0,4.3,2024,2.75
35.0,4.6,6.0,5.0,4.0,3.0,7.6,2024,4.3
68.0,4.0,5.0,3.0,2.0,1.0,2.5,2024,7.6
54.0,4.0,5.0,5.0,6.0,4.0,8.1,2024,2.5
40.0,4.2,2.5,4.0,4.0,3.0,7.4,2024,8.1
40.0,4.5,2.5,2.0,3.0,2.0,3.8,2024,7.4
32.5,4.5,6.0,5.0,3.0,4.0,5.5,2024,3.8
56.2,4.0,6.0,1.0,2.0,1.0,3.0,2024,5.5
22.0,2.8,6.0,2.0,2.0,2.0,2.88,2024,3.0
100.0,4.5,6.0,3.0,5.0,3.0,5.5,2024,2.88
30.0,3.5,2.0,4.0,4.0,2.0,4.15,2024,5.5
72.0,4.5,22.0,2.0,3.0,3.0,1.75,2024,4.15
33.0,3.0,6.0,2.0,2.0,2.0,4.5,2024,1.75
81.5,4.5,6.0,3.0,3.0,3.0,4.0,2024,4.5
35.0,3.5,2.5,2.0,1.0,1.0,3.55,2024,4.0
20.0,3.8,6.0,5.0,3.0,4.0,7.0,2024,3.55
48.0,4.0,6.0,3.0,4.0,4.0,6.6,2024,7.0
40.0,4.5,6.0,4.0,4.0,3.0,7.85,2024,6.6
56.0,4.0,6.0,4.0,5.0,5.0,9.3,2024,7.85
28.0,3.3,5.0,3.0,3.0,3.0,4.04,2024,9.3
36.0,4.5,6.0,2.0,3.0,2.0,2.99,2024,4.04
50.0,5.0,7.0,3.0,4.0,5.0,6.5,2024,2.99
50.0,4.5,6.0,3.0,3.0,3.0,5.0,2024,6.5
45.0,4.5,6.0,3.0,3.0,3.0,2.7,2024,5.0
22.0,4.5,4.0,3.0,2.0,2.0,3.1,2024,2.7
52.5,4.5,6.0,3.0,3.0,3.0,3.95,2024,3.1
30.0,4.5,6.0,5.0,3.0,4.0,7.0,2024,3.95
75.0,5.0,12.0,3.0,3.0,3.0,3.8,2024,7.0
30.0,3.5,1.8,5.0,3.0,4.0,5.25,2024,3.8
100.0,6.0,5.0,2.0,2.0,2.0,10.0,2024,5.25
72.0,4.5,6.0,3.0,3.0,3.0,9.5,2024,10.0
35.0,4.5,6.0,4.0,3.0,3.0,6.3,2024,9.5
50.0,4.5,6.0,5.0,4.0,3.0,7.95,2024,6.3
72.0,4.5,6.0,2.0,3.0,3.0,5.85,2024,7.95
82.0,6.0,6.0,3.0,4.0,6.0,6.5,2024,5.85
24.0,4.5,2.5,3.0,3.0,3.0,1.4,2024,6.5
67.5,5.0,15.0,4.0,4.0,5.0,5.1,2024,1.4
217.0,4.5,6.0,3.0,3.0,3.0,5.0,2024,5.1
71.2,4.0,6.0,3.0,4.0,4.0,8.2,2024,5.0
73.6,4.6,6.0,5.0,5.0,5.0,8.4,2024,8.2
95.0,6.0,10.0,1.0,2.0,2.0,9.2,2024,8.4
90.0,5.7,12.0,2.0,2.0,2.0,3.9,2024,9.2
52.0,4.0,8.0,5.0,4.0,5.0,5.8,2024,3.9
32.0,4.5,6.0,3.0,3.0,3.0,3.9,2024,5.8
95.0,4.5,6.0,3.0,2.0,3.0,3.0,2024,3.9
240.0,4.5,6.0,4.0,3.0,3.0,7.1,2024,3.0
67.5,4.0,12.0,2.0,3.0,2.0,2.0,2024,7.1
65.0,4.5,6.0,3.0,2.0,1.0,5.0,2024,2.0
30.0,4.5,2.0,5.0,3.0,4.0,3.65,2024,5.0
74.0,6.0,6.0,3.0,5.0,3.0,4.7,2024,3.65
75.0,5.0,13.0,3.0,3.0,4.0,1.5,2024,4.7
28.0,3.6,2.0,4.0,2.0,3.0,2.94,2024,1.5
30.0,4.5,6.0,5.0,3.0,4.0,4.95,2024,2.94
76.7,5.0,16.0,2.0,2.0,3.0,4.5,2024,4.95
130.0,4.5,6.0,3.0,4.0,3.0,6.0,2024,4.5
54.5,4.0,5.0,3.0,4.0,3.0,5.65,2024,6.0
75.0,4.2,6.0,1.0,1.0,1.0,1.02,2024,5.65
39.0,4.5,6.0,3.0,3.0,3.0,5.1,2024,1.02
63.0,4.6,5.5,1.0,2.0,1.0,5.5,2024,5.1
36.0,4.5,6.0,5.0,3.0,3.0,4.2,2024,5.5
60.0,6.0,7.5,3.0,3.0,2.0,7.0,2024,4.2
38.5,5.0,5.0,4.0,3.0,3.0,4.35,2024,7.0
34.0,4.5,6.0,5.0,3.0,3.0,5.5,2024,4.35
42.0,4.5,6.0,3.0,3.0,3.0,5.8,2024,5.5
85.0,4.5,6.0,3.0,5.0,3.0,4.2,2024,5.8
39.0,4.5,6.0,5.0,3.0,3.0,4.85,2024,4.2
39.0,4.5,6.0,5.0,3.0,3.0,4.9,2024,4.85
46.0,4.6,5.0,5.0,4.0,5.0,7.95,2024,4.9
94.0,5.5,6.0,1.0,2.0,1.0,1.6,2024,7.95
200.0,10.0,16.0,3.0,5.0,6.0,5.35,2024,1.6
46.8,4.5,4.0,2.0,3.0,3.0,4.95,2024,5.35
54.0,4.5,5.0,5.0,3.0,4.0,7.39,2024,4.95
120.0,4.5,6.0,3.0,3.0,3.0,7.1,2024,7.39
94.0,4.0,6.0,3.0,3.0,3.0,7.7,2024,7.1
250.0,10.0,9.0,2.0,3.0,3.0,5.6,2024,7.7
32.0,4.0,6.0,5.0,4.0,4.0,3.25,2024,5.6
99.0,5.0,18.0,4.0,5.0,6.0,7.55,2024,3.25
86.0,4.5,4.0,2.0,3.0,2.0,7.0,2024,7.55
32.0,5.0,4.0,4.0,3.0,3.0,3.35,2024,7.0
45.0,4.5,6.0,2.0,2.0,3.0,4.9,2024,3.35
100.0,5.0,6.0,3.0,4.0,5.0,7.5,2024,4.9
52.0,5.0,3.0,3.0,4.0,2.0,3.6,2024,7.5
103.0,4.1,5.0,3.0,4.0,4.0,5.55,2024,3.6
60.0,4.0,5.5,3.0,4.0,4.0,7.2,2024,5.55
55.0,5.0,3.0,5.0,4.0,3.0,8.9,2024,7.2
58.0,4.0,6.0,3.0,3.0,3.0,7.2,2024,8.9
22.0,4.5,6.0,5.0,3.0,2.0,2.68,2024,7.2
50.0,4.5,6.0,4.0,4.0,4.0,6.5,2024,2.68
38.0,3.5,3.0,4.0,4.0,3.0,8.69,2024,6.5
46.0,4.5,6.0,4.0,4.0,4.0,7.6,2024,8.69
37.0,4.5,6.0,5.0,3.0,3.0,4.55,2024,7.6
47.5,4.5,6.0,4.0,3.0,3.0,4.3,2024,4.55
75.5,4.5,6.0,5.0,6.0,7.0,8.87,2024,4.3
30.0,4.5,6.0,5.0,3.0,3.0,5.85,2024,8.87
80.0,4.5,6.0,1.0,4.0,3.0,1.3,2024,5.85
42.0,4.5,6.0,5.0,3.0,3.0,6.0,2024,1.3
50.0,4.0,5.0,5.0,4.0,6.0,8.9,2024,6.0
50.0,4.5,6.0,5.0,3.0,3.0,5.8,2024,8.9
68.0,4.0,4.0,3.0,3.0,3.0,6.5,2024,5.8
65.0,4.0,6.0,5.0,3.0,3.0,7.0,2024,6.5
410.0,10.0,6.0,3.0,4.0,4.0,9.8,2024,7.0
94.5,7.0,5.5,3.0,3.0,3.0,7.5,2024,9.8
40.0,3.8,3.0,5.0,4.0,3.0,5.6,2024,7.5
70.0,4.0,6.0,1.0,1.0,1.0,6.3,2024,5.6
45.0,3.0,7.0,2.0,2.0,2.0,4.55,2024,6.3
42.0,4.5,6.0,4.0,4.0,3.0,5.5,2024,4.55
58.5,4.5,6.0,3.0,5.0,3.0,6.5,2024,5.5
64.0,4.5,16.0,2.0,2.0,3.0,8.9,2024,6.5
80.0,4.0,8.0,4.0,5.0,4.0,9.5,2024,8.9
30.0,4.5,6.0,5.0,3.0,4.0,4.75,2024,9.5
36.5,4.5,3.0,3.0,4.0,3.0,4.0,2024,4.75
50.0,4.0,5.0,5.0,4.0,5.0,8.7,2024,4.0
54.0,4.0,15.0,4.0,4.0,4.0,7.6,2024,8.7
40.0,4.5,6.0,5.0,5.0,5.0,8.7,2024,7.6
99.7,5.0,3.0,3.0,3.0,1.0,3.39,2024,8.7
57.0,4.5,6.0,4.0,4.0,5.0,5.79,2024,3.39
79.1,4.0,8.5,4.0,4.0,4.0,6.99,2024,5.79
68.0,4.0,15.0,3.0,3.0,3.0,9.5,2024,6.99
40.0,4.0,12.0,4.0,4.0,3.0,4.48,2024,9.5
60.0,4.5,6.0,3.0,3.0,2.0,6.2,2024,4.48
50.0,4.8,2.0,6.0,6.0,5.0,5.3,2024,6.2
35.0,4.5,6.0,3.0,1.0,1.0,3.45,2024,5.3
95.0,5.0,7.0,2.0,3.0,2.0,5.45,2024,3.45
90.0,4.5,6.0,2.0,2.0,2.0,1.7,2024,5.45
45.0,5.0,6.0,4.0,5.0,5.0,4.8,2024,1.7
74.0,4.5,2.5,3.0,5.0,4.0,8.2,2024,4.8
28.0,2.4,3.0,4.0,4.0,3.0,4.6,2024,8.2
14.0,4.0,6.0,4.0,2.0,2.0,1.65,2024,4.6
100.0,5.0,14.0,3.0,3.0,4.0,3.9,2024,1.65
93.7,4.0,6.0,2.0,4.0,4.0,7.7,2024,3.9
41.0,3.3,3.5,2.0,2.0,2.0,3.65,2024,7.7
70.0,5.0,6.0,4.0,4.0,4.0,6.8,2024,3.65
80.3,4.5,6.0,4.0,4.0,5.0,5.6,2024,6.8
64.0,5.5,4.0,2.0,3.0,3.0,7.8,2024,5.6
34.0,4.0,3.0,3.0,3.0,3.0,2.25,2024,7.8
55.0,4.6,6.0,2.0,3.0,2.0,5.2,2024,2.25
60.0,4.3,6.0,4.0,4.0,6.0,6.99,2024,5.2
59.0,4.1,6.0,2.0,3.0,3.0,6.4,2024,6.99
120.0,4.5,6.0,3.0,3.0,3.0,7.0,2024,6.4
60.0,4.0,6.0,4.0,4.0,6.0,7.55,2024,7.0
81.0,5.0,6.0,3.0,3.0,3.0,5.9,2024,7.55
82.0,4.0,6.0,4.0,5.0,5.0,7.49,2024,5.9
63.0,12.0,36.0,3.0,2.0,3.0,1.95,2024,7.49
36.0,4.5,6.0,2.0,3.0,2.0,3.79,2024,1.95
70.9,3.8,6.0,3.0,2.0,1.0,2.95,2024,3.79
50.0,4.3,3.0,6.0,4.0,5.0,9.2,2024,2.95
88.2,4.9,5.0,1.0,3.0,3.0,7.9,2024,9.2
30.0,3.5,2.5,5.0,3.0,4.0,4.9,2024,7.9
85.8,7.5,6.0,3.0,3.0,3.0,6.0,2024,4.9
33.0,4.5,6.0,3.0,4.0,3.0,7.9,2024,6.0
40.0,3.4,2.6,5.0,5.0,4.0,6.5,2024,7.9
64.0,4.5,6.0,3.0,1.0,1.0,7.9,2024,6.5
60.0,4.0,8.0,5.0,5.0,6.0,6.1,2024,7.9
33.0,4.5,10.0,6.0,4.0,4.0,7.0,2024,6.1
48.0,4.0,6.0,3.0,2.0,2.0,3.7,2024,7.0
40.0,4.0,2.0,4.0,4.0,3.0,4.1,2024,3.7
39.0,3.5,2.2,4.0,4.0,3.0,4.1,2024,4.1
40.0,5.5,4.5,5.0,4.0,4.0,4.85,2024,4.1
38.2,4.5,2.5,3.0,2.0,2.0,3.65,2024,4.85
64.0,4.0,8.0,5.0,5.0,6.0,6.3,2024,3.65
66.0,4.1,8.0,5.0,5.0,6.0,5.6,2024,6.3
40.0,4.0,6.0,3.0,3.0,3.0,3.35,2024,5.6
80.0,5.0,9.0,3.0,4.0,5.0,2.5,2024,3.35
40.0,4.1,3.5,4.0,3.0,4.0,5.1,2024,2.5
45.0,4.0,2.2,4.0,4.0,3.0,5.3,2024,5.1
89.5,4.5,6.0,3.0,6.0,4.0,9.0,2024,5.3
51.0,3.8,2.2,3.0,3.0,3.0,7.6,2024,9.0
